CrimeNumber,CrimeRegisteredDate,BriefFacts,CaseStatus,CrimeMajorHead,CrimeMinorHead,PoliceStation,District,Latitude,Longitude,CaseStatusID,CategoryID,GravityID,CrimeHeadID,CrimeSubHeadID,UnitID,DistrictID,OfficerID
KSP/DIS016/2026/01225,2026-02-22,"Vehicle Theft reported at Udupi Town PS, Udupi. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Udupi Town PS, Udupi, Karnataka.",Under Investigation,Vehicle Theft,Vehicle Theft,Udupi Town PS,Udupi,13.3159,74.7171,CS001,CAT001,GR005,CH003,CSH007,U066,DIS016,OFF245
KSP/DIS017/2026/01226,2026-03-23,"Burglary reported at Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar). Brief: Overnight trespass and property theft. Incident occurred near Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar), Karnataka.",Charge Sheeted,Property Crime,Burglary,Uttara Kannada (Karwar) Central PS,Uttara Kannada (Karwar),14.8065,74.1183,CS002,CAT002,GR001,CH002,CSH008,U071,DIS017,OFF261
KSP/DIS018/2026/01227,2026-04-24,"Robbery reported at Belagavi Cyber Crime PS, Belagavi. Brief: Armed robbery using force or coercion. Incident occurred near Belagavi Cyber Crime PS, Belagavi, Karnataka.",Pending Trial,Property Crime,Robbery,Belagavi Cyber Crime PS,Belagavi,15.8507,74.4987,CS003,CAT003,GR002,CH002,CSH009,U076,DIS018,OFF277
KSP/DIS019/2026/01228,2026-05-25,"Chain Snatching reported at Dharwad Traffic PS, Dharwad. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Dharwad Traffic PS, Dharwad, Karnataka.",Convicted,Property Crime,Chain Snatching,Dharwad Traffic PS,Dharwad,15.4729,75.0218,CS004,CAT004,GR003,CH002,CSH010,U081,DIS019,OFF293
KSP/DIS020/2026/01229,2026-06-26,"Cyber Crime reported at Hubballi City Town PS, Hubballi City. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Hubballi City Town PS, Hubballi City, Karnataka.",Acquitted,Cyber Crime & Online Fraud,Cyber Crime,Hubballi City Town PS,Hubballi City,15.3437,75.1030,CS005,CAT001,GR004,CH004,CSH011,U082,DIS020,OFF309
KSP/DIS021/2026/01230,2026-07-27,"UPI Fraud reported at Gadag Central PS, Gadag. Brief: Fake QR code or deceptive payment request. Incident occurred near Gadag Central PS, Gadag, Karnataka.",Closed / Undetected,Cyber Crime & Online Fraud,UPI Fraud,Gadag Central PS,Gadag,15.4239,75.6238,CS006,CAT002,GR005,CH004,CSH012,U087,DIS021,OFF325
KSP/DIS022/2026/01231,2026-08-28,"Online Banking Fraud reported at Haveri Cyber Crime PS, Haveri. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Haveri Cyber Crime PS, Haveri, Karnataka.",Under Investigation,Cyber Crime & Online Fraud,Online Banking Fraud,Haveri Cyber Crime PS,Haveri,14.7996,75.4047,CS001,CAT003,GR001,CH004,CSH013,U092,DIS022,OFF326
KSP/DIS023/2026/01232,2026-09-01,"Identity Theft reported at Vijayapura Traffic PS, Vijayapura. Brief: SIM swap or stolen credential impersonation. Incident occurred near Vijayapura Traffic PS, Vijayapura, Karnataka.",Charge Sheeted,Cyber Crime & Online Fraud,Identity Theft,Vijayapura Traffic PS,Vijayapura,16.8482,75.7280,CS002,CAT004,GR002,CH004,CSH014,U097,DIS023,OFF342
KSP/DIS024/2026/01233,2026-10-02,"ATM Fraud reported at Bagalkote Town PS, Bagalkote. Brief: ATM skimming device or card cloning. Incident occurred near Bagalkote Town PS, Bagalkote, Karnataka.",Pending Trial,Cyber Crime & Online Fraud,ATM Fraud,Bagalkote Town PS,Bagalkote,16.1683,75.6793,CS003,CAT001,GR003,CH004,CSH015,U098,DIS024,OFF358
KSP/DIS025/2026/01234,2026-11-03,"Rape reported at Kalaburagi Central PS, Kalaburagi. Brief: Penal Code Section 376 prosecution. Incident occurred near Kalaburagi Central PS, Kalaburagi, Karnataka.",Convicted,Crime Against Women & Children,Rape,Kalaburagi Central PS,Kalaburagi,17.3257,76.8303,CS004,CAT002,GR004,CH005,CSH016,U103,DIS025,OFF374
KSP/DIS026/2026/01235,2026-12-04,"Sexual Assault reported at Bidar Cyber Crime PS, Bidar. Brief: Outraging modesty and sexual harassment. Incident occurred near Bidar Cyber Crime PS, Bidar, Karnataka.",Acquitted,Crime Against Women & Children,Sexual Assault,Bidar Cyber Crime PS,Bidar,17.9194,77.5289,CS005,CAT003,GR005,CH005,CSH017,U108,DIS026,OFF390
KSP/DIS027/2026/01236,2026-01-05,"POCSO reported at Raichur Traffic PS, Raichur. Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Raichur Traffic PS, Raichur, Karnataka.",Closed / Undetected,Crime Against Women & Children,POCSO,Raichur Traffic PS,Raichur,16.2296,77.3683,CS006,CAT004,GR001,CH005,CSH018,U113,DIS027,OFF406
KSP/DIS028/2026/01237,2026-02-06,"Domestic Violence reported at Koppal Town PS, Koppal. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Koppal Town PS, Koppal, Karnataka.",Under Investigation,Crime Against Women & Children,Domestic Violence,Koppal Town PS,Koppal,15.3375,76.1428,CS001,CAT001,GR002,CH005,CSH019,U114,DIS028,OFF422
KSP/DIS029/2026/01238,2026-03-07,"Illegal Weapons reported at Yadgir Central PS, Yadgir. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Yadgir Central PS, Yadgir, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Illegal Weapons,Yadgir Central PS,Yadgir,16.7678,77.1352,CS002,CAT002,GR003,CH007,CSH020,U119,DIS029,OFF438
KSP/DIS030/2026/01239,2026-04-08,"Drug Trafficking reported at Ballari Cyber Crime PS, Ballari. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Ballari Cyber Crime PS, Ballari, Karnataka.",Pending Trial,Narcotics & Contraband,Drug Trafficking,Ballari Cyber Crime PS,Ballari,15.1524,76.9344,CS003,CAT003,GR004,CH006,CSH021,U124,DIS030,OFF454
KSP/DIS031/2026/01240,2026-05-09,"Human Trafficking reported at Vijayanagara (Hospete) Traffic PS, Vijayanagara (Hospete). Brief: Forced labor or trafficking rescue operation. Incident occurred near Vijayanagara (Hospete) Traffic PS, Vijayanagara (Hospete), Karnataka.",Convicted,Organized Crime & Extortion,Human Trafficking,Vijayanagara (Hospete) Traffic PS,Vijayanagara (Hospete),15.2949,76.4169,CS004,CAT004,GR005,CH007,CSH022,U129,DIS031,OFF470
KSP/DIS001/2026/01241,2026-06-10,"Gambling reported at Electronic City Police Station, Bengaluru Urban. Brief: Illegal betting & Matka operation bust. Incident occurred near Electronic City Police Station, Bengaluru Urban, Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Gambling,Electronic City Police Station,Bengaluru Urban,13.0466,77.6696,CS005,CAT001,GR001,CH012,CSH023,U008,DIS001,OFF002
KSP/DIS002/2026/01242,2026-07-11,"Wildlife Crime reported at Bengaluru Rural Central PS, Bengaluru Rural. Brief: Poaching of protected species or ivory seizure. Incident occurred near Bengaluru Rural Central PS, Bengaluru Rural, Karnataka.",Closed / Undetected,Environmental & Forest Crime,Wildlife Crime,Bengaluru Rural Central PS,Bengaluru Rural,13.2297,77.5790,CS006,CAT002,GR002,CH009,CSH024,U011,DIS002,OFF037
KSP/DIS003/2026/01243,2026-08-12,"Forest Crime reported at Ramanagara Cyber Crime PS, Ramanagara. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Ramanagara Cyber Crime PS, Ramanagara, Karnataka.",Under Investigation,Environmental & Forest Crime,Forest Crime,Ramanagara Cyber Crime PS,Ramanagara,12.7329,77.2982,CS001,CAT003,GR003,CH009,CSH025,U016,DIS003,OFF053
KSP/DIS004/2026/01244,2026-09-13,"Terror Related Activity reported at Chikkaballapura Traffic PS, Chikkaballapura. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Chikkaballapura Traffic PS, Chikkaballapura, Karnataka.",Charge Sheeted,Terror & National Security,Terror Related Activity,Chikkaballapura Traffic PS,Chikkaballapura,13.4655,77.7615,CS002,CAT004,GR004,CH010,CSH026,U021,DIS004,OFF069
KSP/DIS005/2026/01245,2026-10-14,"Corruption reported at Kolar Town PS, Kolar. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Kolar Town PS, Kolar, Karnataka.",Pending Trial,Economic & White Collar Offence,Corruption,Kolar Town PS,Kolar,13.1317,78.1241,CS003,CAT001,GR005,CH008,CSH027,U022,DIS005,OFF085
KSP/DIS006/2026/01246,2026-11-15,"Economic Offence reported at Tumakuru Central PS, Tumakuru. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Tumakuru Central PS, Tumakuru, Karnataka.",Convicted,Economic & White Collar Offence,Economic Offence,Tumakuru Central PS,Tumakuru,13.3472,77.1095,CS004,CAT002,GR001,CH008,CSH028,U027,DIS006,OFF086
KSP/DIS007/2026/01247,2026-12-16,"White Collar Crime reported at Shivamogga Cyber Crime PS, Shivamogga. Brief: Corporate embezzlement or insider fraud. Incident occurred near Shivamogga Cyber Crime PS, Shivamogga, Karnataka.",Acquitted,Economic & White Collar Offence,White Collar Crime,Shivamogga Cyber Crime PS,Shivamogga,13.9509,75.5891,CS005,CAT003,GR002,CH008,CSH029,U032,DIS007,OFF102
KSP/DIS008/2026/01248,2026-01-17,"Smuggling reported at Chitradurga Traffic PS, Chitradurga. Brief: Contraband gold or red sanders interception. Incident occurred near Chitradurga Traffic PS, Chitradurga, Karnataka.",Closed / Undetected,Organized Crime & Extortion,Smuggling,Chitradurga Traffic PS,Chitradurga,14.2591,76.4320,CS006,CAT004,GR003,CH007,CSH030,U037,DIS008,OFF118
KSP/DIS009/2026/01249,2026-02-18,"Extortion reported at Davanagere Town PS, Davanagere. Brief: Demanding protection money under threat. Incident occurred near Davanagere Town PS, Davanagere, Karnataka.",Under Investigation,Organized Crime & Extortion,Extortion,Davanagere Town PS,Davanagere,14.4634,75.9208,CS001,CAT001,GR004,CH007,CSH031,U038,DIS009,OFF134
KSP/DIS010/2026/01250,2026-03-19,"Blackmail reported at Mysuru Central PS, Mysuru. Brief: Chantaje or extortion via compromised media. Incident occurred near Mysuru Central PS, Mysuru, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Blackmail,Mysuru Central PS,Mysuru,12.3078,76.6514,CS002,CAT002,GR005,CH007,CSH032,U043,DIS010,OFF150
KSP/DIS011/2026/01251,2026-04-20,"Counterfeit Currency reported at Mandya Cyber Crime PS, Mandya. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Mandya Cyber Crime PS, Mandya, Karnataka.",Pending Trial,Economic & White Collar Offence,Counterfeit Currency,Mandya Cyber Crime PS,Mandya,12.5468,76.9201,CS003,CAT003,GR001,CH008,CSH033,U048,DIS011,OFF166
KSP/DIS012/2026/01252,2026-05-21,"Fake Documents reported at Hassan Traffic PS, Hassan. Brief: Forgery of land title deeds or government IDs. Incident occurred near Hassan Traffic PS, Hassan, Karnataka.",Convicted,Economic & White Collar Offence,Fake Documents,Hassan Traffic PS,Hassan,13.0413,76.1384,CS004,CAT004,GR002,CH008,CSH034,U053,DIS012,OFF182
KSP/DIS013/2026/01253,2026-06-22,"Hit and Run reported at Chamarajanagara Town PS, Chamarajanagara. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Chamarajanagara Town PS, Chamarajanagara, Karnataka.",Acquitted,Traffic & Road Incident,Hit and Run,Chamarajanagara Town PS,Chamarajanagara,11.9291,76.9467,CS005,CAT001,GR003,CH011,CSH035,U054,DIS013,OFF198
KSP/DIS014/2026/01254,2026-07-23,"Road Accident reported at Kodagu Central PS, Kodagu. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Kodagu Central PS, Kodagu, Karnataka.",Closed / Undetected,Traffic & Road Incident,Road Accident,Kodagu Central PS,Kodagu,12.4404,75.7542,CS006,CAT002,GR004,CH011,CSH036,U059,DIS014,OFF214
KSP/DIS015/2026/01255,2026-08-24,"Fire Incident reported at Dakshina Kannada (Mangaluru) Cyber Crime PS, Dakshina Kannada (Mangaluru). Brief: Industrial or residential fire accident inquiry. Incident occurred near Dakshina Kannada (Mangaluru) Cyber Crime PS, Dakshina Kannada (Mangaluru), Karnataka.",Under Investigation,Public Disturbance & Miscellaneous,Fire Incident,Dakshina Kannada (Mangaluru) Cyber Crime PS,Dakshina Kannada (Mangaluru),12.9431,74.8850,CS001,CAT003,GR005,CH012,CSH037,U064,DIS015,OFF230
KSP/DIS016/2026/01256,2026-09-25,"Unknown Dead Body reported at Udupi Traffic PS, Udupi. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Udupi Traffic PS, Udupi, Karnataka.",Charge Sheeted,Public Disturbance & Miscellaneous,Unknown Dead Body,Udupi Traffic PS,Udupi,13.3829,74.7841,CS002,CAT004,GR001,CH012,CSH038,U069,DIS016,OFF246
KSP/DIS017/2026/01257,2026-10-26,"Suicide Investigation reported at Uttara Kannada (Karwar) Town PS, Uttara Kannada (Karwar). Brief: Unnatural death and suicide note inquiry. Incident occurred near Uttara Kannada (Karwar) Town PS, Uttara Kannada (Karwar), Karnataka.",Pending Trial,Public Disturbance & Miscellaneous,Suicide Investigation,Uttara Kannada (Karwar) Town PS,Uttara Kannada (Karwar),14.8255,74.1373,CS003,CAT001,GR002,CH012,CSH039,U070,DIS017,OFF262
KSP/DIS018/2026/01258,2026-11-27,"Property Disputes reported at Belagavi Central PS, Belagavi. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Belagavi Central PS, Belagavi, Karnataka.",Convicted,Public Disturbance & Miscellaneous,Property Disputes,Belagavi Central PS,Belagavi,15.8697,74.5177,CS004,CAT002,GR003,CH012,CSH040,U075,DIS018,OFF278
KSP/DIS019/2026/01259,2026-12-28,"Public Disturbance reported at Dharwad Cyber Crime PS, Dharwad. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Dharwad Cyber Crime PS, Dharwad, Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Public Disturbance,Dharwad Cyber Crime PS,Dharwad,15.4919,75.0408,CS005,CAT003,GR004,CH012,CSH041,U080,DIS019,OFF294
KSP/DIS020/2026/01260,2026-01-01,"Synthetic Drugs (MDMA) reported at Hubballi City Traffic PS, Hubballi City. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Hubballi City Traffic PS, Hubballi City, Karnataka.",Closed / Undetected,Narcotics & Contraband,Synthetic Drugs (MDMA),Hubballi City Traffic PS,Hubballi City,15.4107,75.1700,CS006,CAT004,GR005,CH006,CSH042,U085,DIS020,OFF310
KSP/DIS021/2026/01261,2026-02-02,"Murder reported at Gadag Town PS, Gadag. Brief: Premeditated homicide investigation. Incident occurred near Gadag Town PS, Gadag, Karnataka.",Under Investigation,Violent Crime,Murder,Gadag Town PS,Gadag,15.4429,75.6428,CS001,CAT001,GR001,CH001,CSH001,U086,DIS021,OFF311
KSP/DIS022/2026/01262,2026-03-03,"Attempt to Murder reported at Haveri Central PS, Haveri. Brief: Violent assault with deadly weapon. Incident occurred near Haveri Central PS, Haveri, Karnataka.",Charge Sheeted,Violent Crime,Attempt to Murder,Haveri Central PS,Haveri,14.8186,75.4237,CS002,CAT002,GR002,CH001,CSH002,U091,DIS022,OFF327
KSP/DIS023/2026/01263,2026-04-04,"Assault & Grievous Hurt reported at Vijayapura Cyber Crime PS, Vijayapura. Brief: Physical injury caused during gang/group clash. Incident occurred near Vijayapura Cyber Crime PS, Vijayapura, Karnataka.",Pending Trial,Violent Crime,Assault & Grievous Hurt,Vijayapura Cyber Crime PS,Vijayapura,16.8672,75.7470,CS003,CAT003,GR003,CH001,CSH003,U096,DIS023,OFF343
KSP/DIS024/2026/01264,2026-05-05,"Kidnapping reported at Bagalkote Traffic PS, Bagalkote. Brief: Abduction for ransom or coercion. Incident occurred near Bagalkote Traffic PS, Bagalkote, Karnataka.",Convicted,Violent Crime,Kidnapping,Bagalkote Traffic PS,Bagalkote,16.2353,75.7463,CS004,CAT004,GR004,CH001,CSH004,U101,DIS024,OFF359
KSP/DIS025/2026/01265,2026-06-06,"Missing Person reported at Kalaburagi Town PS, Kalaburagi. Brief: Trace & locate missing citizen petition. Incident occurred near Kalaburagi Town PS, Kalaburagi, Karnataka.",Acquitted,Violent Crime,Missing Person,Kalaburagi Town PS,Kalaburagi,17.3447,76.8493,CS005,CAT001,GR005,CH001,CSH005,U102,DIS025,OFF375
KSP/DIS026/2026/01266,2026-07-07,"Theft reported at Bidar Central PS, Bidar. Brief: Larceny of personal or commercial goods. Incident occurred near Bidar Central PS, Bidar, Karnataka.",Closed / Undetected,Property Crime,Theft,Bidar Central PS,Bidar,17.9384,77.5479,CS006,CAT002,GR001,CH002,CSH006,U107,DIS026,OFF391
KSP/DIS027/2026/01267,2026-08-08,"Vehicle Theft reported at Raichur Cyber Crime PS, Raichur. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Raichur Cyber Crime PS, Raichur, Karnataka.",Under Investigation,Vehicle Theft,Vehicle Theft,Raichur Cyber Crime PS,Raichur,16.2486,77.3873,CS001,CAT003,GR002,CH003,CSH007,U112,DIS027,OFF407
KSP/DIS028/2026/01268,2026-09-09,"Burglary reported at Koppal Traffic PS, Koppal. Brief: Overnight trespass and property theft. Incident occurred near Koppal Traffic PS, Koppal, Karnataka.",Charge Sheeted,Property Crime,Burglary,Koppal Traffic PS,Koppal,15.4045,76.2098,CS002,CAT004,GR003,CH002,CSH008,U117,DIS028,OFF423
KSP/DIS029/2026/01269,2026-10-10,"Robbery reported at Yadgir Town PS, Yadgir. Brief: Armed robbery using force or coercion. Incident occurred near Yadgir Town PS, Yadgir, Karnataka.",Pending Trial,Property Crime,Robbery,Yadgir Town PS,Yadgir,16.7868,77.1542,CS003,CAT001,GR004,CH002,CSH009,U118,DIS029,OFF439
KSP/DIS030/2026/01270,2026-11-11,"Chain Snatching reported at Ballari Central PS, Ballari. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Ballari Central PS, Ballari, Karnataka.",Convicted,Property Crime,Chain Snatching,Ballari Central PS,Ballari,15.1714,76.9534,CS004,CAT002,GR005,CH002,CSH010,U123,DIS030,OFF455
KSP/DIS031/2026/01271,2026-12-12,"Cyber Crime reported at Vijayanagara (Hospete) Cyber Crime PS, Vijayanagara (Hospete). Brief: Hacking, malware infection, IT Act violation. Incident occurred near Vijayanagara (Hospete) Cyber Crime PS, Vijayanagara (Hospete), Karnataka.",Acquitted,Cyber Crime & Online Fraud,Cyber Crime,Vijayanagara (Hospete) Cyber Crime PS,Vijayanagara (Hospete),15.3139,76.4359,CS005,CAT003,GR001,CH004,CSH011,U128,DIS031,OFF471
KSP/DIS001/2026/01272,2026-01-13,"UPI Fraud reported at Bengaluru Urban Cyber Crime PS, Bengaluru Urban. Brief: Fake QR code or deceptive payment request. Incident occurred near Bengaluru Urban Cyber Crime PS, Bengaluru Urban, Karnataka.",Closed / Undetected,Cyber Crime & Online Fraud,UPI Fraud,Bengaluru Urban Cyber Crime PS,Bengaluru Urban,13.0176,77.6406,CS006,CAT004,GR002,CH004,CSH012,U003,DIS001,OFF016
KSP/DIS002/2026/01273,2026-02-14,"Online Banking Fraud reported at Bengaluru Rural Town PS, Bengaluru Rural. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Bengaluru Rural Town PS, Bengaluru Rural, Karnataka.",Under Investigation,Cyber Crime & Online Fraud,Online Banking Fraud,Bengaluru Rural Town PS,Bengaluru Rural,13.2487,77.5980,CS001,CAT001,GR003,CH004,CSH013,U010,DIS002,OFF038
KSP/DIS003/2026/01274,2026-03-15,"Identity Theft reported at Ramanagara Central PS, Ramanagara. Brief: SIM swap or stolen credential impersonation. Incident occurred near Ramanagara Central PS, Ramanagara, Karnataka.",Charge Sheeted,Cyber Crime & Online Fraud,Identity Theft,Ramanagara Central PS,Ramanagara,12.7519,77.3172,CS002,CAT002,GR004,CH004,CSH014,U015,DIS003,OFF054
KSP/DIS004/2026/01275,2026-04-16,"ATM Fraud reported at Chikkaballapura Cyber Crime PS, Chikkaballapura. Brief: ATM skimming device or card cloning. Incident occurred near Chikkaballapura Cyber Crime PS, Chikkaballapura, Karnataka.",Pending Trial,Cyber Crime & Online Fraud,ATM Fraud,Chikkaballapura Cyber Crime PS,Chikkaballapura,13.4845,77.7805,CS003,CAT003,GR005,CH004,CSH015,U020,DIS004,OFF070
KSP/DIS005/2026/01276,2026-05-17,"Rape reported at Kolar Traffic PS, Kolar. Brief: Penal Code Section 376 prosecution. Incident occurred near Kolar Traffic PS, Kolar, Karnataka.",Convicted,Crime Against Women & Children,Rape,Kolar Traffic PS,Kolar,13.1987,78.1911,CS004,CAT004,GR001,CH005,CSH016,U025,DIS005,OFF071
